section,subsection,label,value,units,notes,
# -- client_optional_functions.csv: Client-specific workbook sections and optional planning modules to include or exclude.,,,,,,
Optional Functions,,lifetime_tax_projection,YES,boolean,Sheet 7 - Lifetime Tax Projection
Optional Functions,,charts_dashboard,TRUE,boolean,Sheet 8 - Charts Dashboard (all visual charts consolidated here)
Optional Functions,,retirement_strategy,TRUE,boolean,Sheet 9 - Retirement Strategy & Sequencing
Optional Functions,,social_security_timing,TRUE,boolean,Sheet 10 - Social Security Claiming Strategy
Optional Functions,,roth_conversion_plan,TRUE,boolean,Sheet 11 - Roth Conversion Plan
Optional Functions,,charitable_giving,TRUE,boolean,Sheet 12 - Charitable Giving / Bunching / QCD
Optional Functions,,tax_loss_harvesting,TRUE,boolean,Sheet 12B - Tax-Loss Harvesting
Optional Functions,,gain_harvesting,TRUE,boolean,Sheet 12C - Gain Harvesting
Optional Functions,,state_residency,TRUE,boolean,Sheet 13 - State Residency Analysis
Optional Functions,,estate_legacy_plan,TRUE,boolean,Sheet 14 - Estate & Legacy Plan
Optional Functions,,market_luck_stress_test,TRUE,boolean,Sheet 15 - Market-Luck (Monte Carlo) Stress Test
Optional Functions,,what_if_analysis,TRUE,boolean,Sheet 16 - What-If Scenario Analysis
Optional Functions,,long_term_care_stress,TRUE,boolean,Sheet 17 - Long-Term-Care Stress Test
Optional Functions,,survivor_stress_test,TRUE,boolean,Sheet 18 - Survivor / Early-Death Stress Test
Optional Functions,,life_insurance_need,TRUE,boolean,Sheet 19 - Life Insurance Need Analysis
Optional Functions,,rmd_audit,TRUE,boolean,Sheet 20 - RMD Audit
Optional Functions,,glossary,TRUE,boolean,Sheet 22 - Glossary of Terms
Optional Functions,,methodology_rerun,YES,boolean,Sheet 23 - Methodology & Re-Run Instructions
Optional Functions,,education_funding_529,FALSE,boolean,Sheet 24 - Education Funding (529 plans + goals)
Optional Functions,,existing_life_insurance,FALSE,boolean,Sheet 25 - Existing Life Insurance Policies
Optional Functions,,disability_income_insurance,FALSE,boolean,Sheet 26 - Disability Income Insurance
Optional Functions,,property_casualty_umbrella,FALSE,boolean,Sheet 27 - Property & Casualty / Umbrella Liability
Optional Functions,,business_succession,FALSE,boolean,Sheet 28 - Business Succession Planning
Optional Functions,,equity_compensation,FALSE,boolean,Sheet 29 - Equity Compensation (RSU/ISO/NSO/ESPP)
Optional Functions,,special_needs_planning,FALSE,boolean,Sheet 30 - Special-Needs Planning (SNT/ABLE)
Optional Functions,,divorce_qdro,FALSE,boolean,Sheet 31 - Divorce / QDRO
Optional Functions,,housing_trajectory_comparison,TRUE,boolean,Sheet 38 - Housing Comparison (workbook housing engine)
Optional Functions,,tax_capacity,TRUE,boolean,Sheet 11B - Tax Capacity (bracket/IRMAA/ACA headroom)
Optional Functions,,asset_location,TRUE,boolean,Sheet 24 - Asset Location (which assets in which tax bucket)
Optional Functions,,scorp_vs_llc,TRUE,boolean,S-Corp vs LLC entity-structure comparison
Optional Functions,,current_vs_proposed,TRUE,boolean,Sheet 37 - Current vs Proposed recommendation deltas
Optional Functions,,hsa_drawdown,TRUE,boolean,Sheet 11C - HSA Drawdown (drawdown order for HSA dollars; content also needs hsa_withdrawal_mode = optimize)
Optional Functions,,spending_tracker_ytd,TRUE,boolean,"Spending Tracker / YTD — tracks this year's real transactions and blends them into the current-year projection. One switch: also turns off Sheet 29 Spending Summary and Sheet 25 Account Reconciliation, which are its output."
Optional Functions,,housing_location_search,TRUE,boolean,"Next Housing Move (""Where to live"") — the Strategy → Optimize panel that screens ZIP codes and ranks places to move. Off hides the panel and stops /api/housing/optimize and /api/housing/zip-screen from running; the plan also ignores your saved home sale, next housing steps and state-over-time rows (they are kept, not deleted) and assumes you stay in your current home and state."
